host_id;event_day;event_time;event_type;measurement_type;measurement_quantity;measurement_outcome;measurement_unit;inoculation_type;inoculation_pathogen;inoculation_dose;inoculation_unit;treatment_type;treatment_dose;treatment_unit
104;3;08:00;measurement;swabweight_before;4.83;;gram;;;;;;;
104;3;14:00;measurement;swabweight_after;4.87;;gram;;;;;;;
104;3;;measurement;esbl_count;0;;;;;;;;;
104;3;;measurement;ecoli_count;1000;;;;;;;;;
104;4;08:00;measurement;swabweight_before;4.62;;gram;;;;;;;
104;4;14:00;measurement;swabweight_after;4.68;;gram;;;;;;;
104;4;;measurement;esbl_count;0;;;;;;;;;
104;4;;measurement;ecoli_count;1000;;;;;;;;;
104;5;08:00;measurement;swabweight_before;4.69;;gram;;;;;;;
104;5;14:00;measurement;swabweight_after;4.75;;gram;;;;;;;
104;5;;measurement;esbl_count;0;;;;;;;;;
104;5;;measurement;ecoli_count;10000;;;;;;;;;
104;6;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
104;6;14:00;measurement;swabweight_after;4.73;;gram;;;;;;;
104;6;;measurement;esbl_count;0;;;;;;;;;
104;6;;measurement;ecoli_count;10000;;;;;;;;;
104;7;08:00;measurement;swabweight_before;4.67;;gram;;;;;;;
104;7;14:00;measurement;swabweight_after;4.75;;gram;;;;;;;
104;7;;measurement;esbl_count;0;;;;;;;;;
104;7;;measurement;ecoli_count;10000;;;;;;;;;
104;8;08:00;measurement;swabweight_before;4.76;;gram;;;;;;;
104;8;14:00;measurement;swabweight_after;4.83;;gram;;;;;;;
104;8;;measurement;esbl_count;0;;;;;;;;;
104;8;;measurement;ecoli_count;1000;;;;;;;;;
104;9;08:00;measurement;swabweight_before;4.64;;gram;;;;;;;
104;9;14:00;measurement;swabweight_after;4.67;;gram;;;;;;;
104;9;;measurement;esbl_count;0;;;;;;;;;
104;9;;measurement;ecoli_count;10000;;;;;;;;;
104;10;08:00;measurement;swabweight_before;4.65;;gram;;;;;;;
104;10;14:00;measurement;swabweight_after;4.7;;gram;;;;;;;
104;10;;measurement;esbl_count;0;;;;;;;;;
104;10;;measurement;ecoli_count;1.00E+05;;;;;;;;;
104;11;08:00;measurement;swabweight_before;4.63;;gram;;;;;;;
104;11;14:00;measurement;swabweight_after;4.66;;gram;;;;;;;
104;11;;measurement;esbl_count;0;;;;;;;;;
104;11;;measurement;ecoli_count;1000;;;;;;;;;
104;12;08:00;measurement;swabweight_before;4.64;;gram;;;;;;;
104;12;14:00;measurement;swabweight_after;4.69;;gram;;;;;;;
104;12;;measurement;esbl_count;0;;;;;;;;;
104;12;;measurement;ecoli_count;1.00E+05;;;;;;;;;
104;13;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
104;13;14:00;measurement;swabweight_after;4.73;;gram;;;;;;;
104;13;;measurement;esbl_count;0;;;;;;;;;
104;13;;measurement;ecoli_count;1.00E+05;;;;;;;;;
104;14;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
104;14;14:00;measurement;swabweight_after;4.74;;gram;;;;;;;
104;14;;measurement;esbl_count;0;;;;;;;;;
104;14;;measurement;ecoli_count;1.00E+05;;;;;;;;;
104;16;08:00;measurement;swabweight_before;4.67;;gram;;;;;;;
104;16;14:00;measurement;swabweight_after;4.75;;gram;;;;;;;
104;16;;measurement;esbl_count;0;;;;;;;;;
104;16;;measurement;ecoli_count;1.00E+05;;;;;;;;;
104;19;08:00;measurement;swabweight_before;4.66;;gram;;;;;;;
104;19;14:00;measurement;swabweight_after;4.73;;gram;;;;;;;
104;19;;measurement;esbl_count;0;;;;;;;;;
104;19;;measurement;ecoli_count;10000;;;;;;;;;
104;21;08:00;measurement;swabweight_before;4.71;;gram;;;;;;;
104;21;14:00;measurement;swabweight_after;4.81;;gram;;;;;;;
104;21;;measurement;esbl_count;0;;;;;;;;;
104;21;;measurement;ecoli_count;1.00E+05;;;;;;;;;
104;22;;measurement;cae_faeces;0.26;;;;;;;;;
104;22;;measurement;cae_faeces;2.66;;;;;;;;;
104;22;;measurement;cae_esbl;0;;;;;;;;;
104;22;;measurement;cae_ecoli;1.00E+05;;;;;;;;;
107;1;08:00;measurement;swabweight_before;4.83;;gram;;;;;;;
107;1;14:00;measurement;swabweight_after;4.85;;gram;;;;;;;
107;1;;measurement;esbl_count;0;;;;;;;;;
107;1;;measurement;ecoli_count;0;;;;;;;;;
107;2;08:00;measurement;swabweight_before;4.9;;gram;;;;;;;
107;2;14:00;measurement;swabweight_after;4.92;;gram;;;;;;;
107;2;;measurement;esbl_count;0;;;;;;;;;
107;2;;measurement;ecoli_count;100;;;;;;;;;
107;3;08:00;measurement;swabweight_before;4.82;;gram;;;;;;;
107;3;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
107;3;;measurement;esbl_count;0;;;;;;;;;
107;3;;measurement;ecoli_count;100;;;;;;;;;
107;4;08:00;measurement;swabweight_before;4.78;;gram;;;;;;;
107;4;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
107;4;;measurement;esbl_count;0;;;;;;;;;
107;4;;measurement;ecoli_count;1.00E+05;;;;;;;;;
107;5;08:00;measurement;swabweight_before;4.65;;gram;;;;;;;
107;5;14:00;measurement;swabweight_after;4.69;;gram;;;;;;;
107;5;;measurement;esbl_count;0;;;;;;;;;
107;5;;measurement;ecoli_count;10000;;;;;;;;;
107;6;08:00;measurement;swabweight_before;4.76;;gram;;;;;;;
107;6;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
107;6;;measurement;esbl_count;0;;;;;;;;;
107;6;;measurement;ecoli_count;1.00E+05;;;;;;;;;
107;7;08:00;measurement;swabweight_before;4.77;;gram;;;;;;;
107;7;14:00;measurement;swabweight_after;4.93;;gram;;;;;;;
107;7;;measurement;esbl_count;0;;;;;;;;;
107;7;;measurement;ecoli_count;10000;;;;;;;;;
107;8;08:00;measurement;swabweight_before;4.78;;gram;;;;;;;
107;8;14:00;measurement;swabweight_after;4.82;;gram;;;;;;;
107;8;;measurement;esbl_count;0;;;;;;;;;
107;8;;measurement;ecoli_count;1000;;;;;;;;;
107;9;08:00;measurement;swabweight_before;4.73;;gram;;;;;;;
107;9;14:00;measurement;swabweight_after;4.79;;gram;;;;;;;
107;9;;measurement;esbl_count;0;;;;;;;;;
107;9;;measurement;ecoli_count;1000;;;;;;;;;
107;10;08:00;measurement;swabweight_before;4.76;;gram;;;;;;;
107;10;14:00;measurement;swabweight_after;4.81;;gram;;;;;;;
107;10;;measurement;esbl_count;0;;;;;;;;;
107;10;;measurement;ecoli_count;1000;;;;;;;;;
107;11;08:00;measurement;swabweight_before;4.66;;gram;;;;;;;
107;11;14:00;measurement;swabweight_after;4.69;;gram;;;;;;;
107;11;;measurement;esbl_count;0;;;;;;;;;
107;11;;measurement;ecoli_count;100;;;;;;;;;
107;12;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
107;12;14:00;measurement;swabweight_after;4.72;;gram;;;;;;;
107;12;;measurement;esbl_count;0;;;;;;;;;
107;12;;measurement;ecoli_count;1.00E+05;;;;;;;;;
107;13;08:00;measurement;swabweight_before;4.7;;gram;;;;;;;
107;13;14:00;measurement;swabweight_after;4.75;;gram;;;;;;;
107;13;;measurement;esbl_count;0;;;;;;;;;
107;13;;measurement;ecoli_count;1000;;;;;;;;;
107;14;08:00;measurement;swabweight_before;4.81;;gram;;;;;;;
107;14;14:00;measurement;swabweight_after;4.89;;gram;;;;;;;
107;14;;measurement;esbl_count;0;;;;;;;;;
107;14;;measurement;ecoli_count;10000;;;;;;;;;
107;16;08:00;measurement;swabweight_before;4.76;;gram;;;;;;;
107;16;14:00;measurement;swabweight_after;4.84;;gram;;;;;;;
107;16;;measurement;esbl_count;0;;;;;;;;;
107;16;;measurement;ecoli_count;10000;;;;;;;;;
107;19;08:00;measurement;swabweight_before;4.63;;gram;;;;;;;
107;19;14:00;measurement;swabweight_after;4.71;;gram;;;;;;;
107;19;;measurement;esbl_count;0;;;;;;;;;
107;19;;measurement;ecoli_count;10000;;;;;;;;;
107;21;08:00;measurement;swabweight_before;4.82;;gram;;;;;;;
107;21;14:00;measurement;swabweight_after;4.96;;gram;;;;;;;
107;21;;measurement;esbl_count;0;;;;;;;;;
107;21;;measurement;ecoli_count;1000;;;;;;;;;
107;22;;measurement;cae_faeces;0.78;;;;;;;;;
107;22;;measurement;cae_faeces;7.95;;;;;;;;;
107;22;;measurement;cae_esbl;0;;;;;;;;;
107;22;;measurement;cae_ecoli;1.00E+05;;;;;;;;;
109;1;08:00;measurement;swabweight_before;4.9;;gram;;;;;;;
109;1;14:00;measurement;swabweight_after;4.94;;gram;;;;;;;
109;1;;measurement;esbl_count;0;;;;;;;;;
109;1;;measurement;ecoli_count;0;;;;;;;;;
109;2;08:00;measurement;swabweight_before;4.93;;gram;;;;;;;
109;2;14:00;measurement;swabweight_after;4.95;;gram;;;;;;;
109;2;;measurement;esbl_count;0;;;;;;;;;
109;2;;measurement;ecoli_count;10;;;;;;;;;
109;3;08:00;measurement;swabweight_before;4.89;;gram;;;;;;;
109;3;14:00;measurement;swabweight_after;4.96;;gram;;;;;;;
109;3;;measurement;esbl_count;0;;;;;;;;;
109;3;;measurement;ecoli_count;10000;;;;;;;;;
109;4;08:00;measurement;swabweight_before;4.62;;gram;;;;;;;
109;4;14:00;measurement;swabweight_after;4.69;;gram;;;;;;;
109;4;;measurement;esbl_count;0;;;;;;;;;
109;4;;measurement;ecoli_count;1000;;;;;;;;;
109;5;08:00;measurement;swabweight_before;4.66;;gram;;;;;;;
109;5;14:00;measurement;swabweight_after;4.73;;gram;;;;;;;
109;5;;measurement;esbl_count;0;;;;;;;;;
109;5;;measurement;ecoli_count;1.00E+05;;;;;;;;;
109;6;08:00;measurement;swabweight_before;4.75;;gram;;;;;;;
109;6;14:00;measurement;swabweight_after;4.82;;gram;;;;;;;
109;6;;measurement;esbl_count;0;;;;;;;;;
109;6;;measurement;ecoli_count;10000;;;;;;;;;
109;7;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
109;7;14:00;measurement;swabweight_after;4.81;;gram;;;;;;;
109;7;;measurement;esbl_count;0;;;;;;;;;
109;7;;measurement;ecoli_count;10000;;;;;;;;;
109;8;08:00;measurement;swabweight_before;4.63;;gram;;;;;;;
109;8;14:00;measurement;swabweight_after;4.7;;gram;;;;;;;
109;8;;measurement;esbl_count;0;;;;;;;;;
109;8;;measurement;ecoli_count;1000;;;;;;;;;
109;9;08:00;measurement;swabweight_before;4.66;;gram;;;;;;;
109;9;14:00;measurement;swabweight_after;4.73;;gram;;;;;;;
109;9;;measurement;esbl_count;0;;;;;;;;;
109;9;;measurement;ecoli_count;10000;;;;;;;;;
109;10;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
109;10;14:00;measurement;swabweight_after;4.76;;gram;;;;;;;
109;10;;measurement;esbl_count;0;;;;;;;;;
109;10;;measurement;ecoli_count;10000;;;;;;;;;
109;11;08:00;measurement;swabweight_before;4.64;;gram;;;;;;;
109;11;14:00;measurement;swabweight_after;4.7;;gram;;;;;;;
109;11;;measurement;esbl_count;0;;;;;;;;;
109;11;;measurement;ecoli_count;10;;;;;;;;;
109;12;08:00;measurement;swabweight_before;4.65;;gram;;;;;;;
109;12;14:00;measurement;swabweight_after;4.7;;gram;;;;;;;
109;12;;measurement;esbl_count;0;;;;;;;;;
109;12;;measurement;ecoli_count;10000;;;;;;;;;
109;13;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
109;13;14:00;measurement;swabweight_after;4.69;;gram;;;;;;;
109;13;;measurement;esbl_count;0;;;;;;;;;
109;13;;measurement;ecoli_count;1000;;;;;;;;;
109;14;08:00;measurement;swabweight_before;4.75;;gram;;;;;;;
109;14;14:00;measurement;swabweight_after;4.83;;gram;;;;;;;
109;14;;measurement;esbl_count;0;;;;;;;;;
109;14;;measurement;ecoli_count;10000;;;;;;;;;
109;16;08:00;measurement;swabweight_before;4.83;;gram;;;;;;;
109;16;14:00;measurement;swabweight_after;4.93;;gram;;;;;;;
109;16;;measurement;esbl_count;0;;;;;;;;;
109;16;;measurement;ecoli_count;10000;;;;;;;;;
109;19;08:00;measurement;swabweight_before;4.76;;gram;;;;;;;
109;19;14:00;measurement;swabweight_after;4.82;;gram;;;;;;;
109;19;;measurement;esbl_count;0;;;;;;;;;
109;19;;measurement;ecoli_count;1000;;;;;;;;;
109;21;08:00;measurement;swabweight_before;4.73;;gram;;;;;;;
109;21;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
109;21;;measurement;esbl_count;0;;;;;;;;;
109;21;;measurement;ecoli_count;1000;;;;;;;;;
109;22;;measurement;cae_faeces;0.8;;;;;;;;;
109;22;;measurement;cae_faeces;8.74;;;;;;;;;
109;22;;measurement;cae_esbl;0;;;;;;;;;
109;22;;measurement;cae_ecoli;1.00E+05;;;;;;;;;
111;1;08:00;measurement;swabweight_before;4.92;;gram;;;;;;;
111;1;14:00;measurement;swabweight_after;4.94;;gram;;;;;;;
111;1;;measurement;esbl_count;0;;;;;;;;;
111;1;;measurement;ecoli_count;1000;;;;;;;;;
111;2;08:00;measurement;swabweight_before;4.83;;gram;;;;;;;
111;2;14:00;measurement;swabweight_after;4.85;;gram;;;;;;;
111;2;;measurement;esbl_count;0;;;;;;;;;
111;2;;measurement;ecoli_count;100;;;;;;;;;
111;3;08:00;measurement;swabweight_before;4.82;;gram;;;;;;;
111;3;14:00;measurement;swabweight_after;4.88;;gram;;;;;;;
111;3;;measurement;esbl_count;0;;;;;;;;;
111;3;;measurement;ecoli_count;1.00E+05;;;;;;;;;
111;4;08:00;measurement;swabweight_before;4.76;;gram;;;;;;;
111;4;14:00;measurement;swabweight_after;4.83;;gram;;;;;;;
111;4;;measurement;esbl_count;0;;;;;;;;;
111;4;;measurement;ecoli_count;10000;;;;;;;;;
111;5;08:00;measurement;swabweight_before;4.74;;gram;;;;;;;
111;5;14:00;measurement;swabweight_after;4.79;;gram;;;;;;;
111;5;;measurement;esbl_count;0;;;;;;;;;
111;5;;measurement;ecoli_count;1000;;;;;;;;;
111;6;08:00;measurement;swabweight_before;4.65;;gram;;;;;;;
111;6;14:00;measurement;swabweight_after;4.71;;gram;;;;;;;
111;6;;measurement;esbl_count;0;;;;;;;;;
111;6;;measurement;ecoli_count;1.00E+05;;;;;;;;;
111;7;08:00;measurement;swabweight_before;4.67;;gram;;;;;;;
111;7;14:00;measurement;swabweight_after;4.74;;gram;;;;;;;
111;7;;measurement;esbl_count;0;;;;;;;;;
111;7;;measurement;ecoli_count;10000;;;;;;;;;
111;8;08:00;measurement;swabweight_before;4.75;;gram;;;;;;;
111;8;14:00;measurement;swabweight_after;4.83;;gram;;;;;;;
111;8;;measurement;esbl_count;0;;;;;;;;;
111;8;;measurement;ecoli_count;1000;;;;;;;;;
111;9;08:00;measurement;swabweight_before;4.64;;gram;;;;;;;
111;9;14:00;measurement;swabweight_after;4.69;;gram;;;;;;;
111;9;;measurement;esbl_count;0;;;;;;;;;
111;9;;measurement;ecoli_count;1000;;;;;;;;;
111;10;08:00;measurement;swabweight_before;4.69;;gram;;;;;;;
111;10;14:00;measurement;swabweight_after;4.77;;gram;;;;;;;
111;10;;measurement;esbl_count;0;;;;;;;;;
111;10;;measurement;ecoli_count;1000;;;;;;;;;
111;11;08:00;measurement;swabweight_before;4.69;;gram;;;;;;;
111;11;14:00;measurement;swabweight_after;4.75;;gram;;;;;;;
111;11;;measurement;esbl_count;0;;;;;;;;;
111;11;;measurement;ecoli_count;1.00E+05;;;;;;;;;
111;12;08:00;measurement;swabweight_before;4.67;;gram;;;;;;;
111;12;14:00;measurement;swabweight_after;4.72;;gram;;;;;;;
111;12;;measurement;esbl_count;0;;;;;;;;;
111;12;;measurement;ecoli_count;10000;;;;;;;;;
111;13;08:00;measurement;swabweight_before;4.73;;gram;;;;;;;
111;13;14:00;measurement;swabweight_after;4.77;;gram;;;;;;;
111;13;;measurement;esbl_count;0;;;;;;;;;
111;13;;measurement;ecoli_count;1.00E+05;;;;;;;;;
111;14;08:00;measurement;swabweight_before;4.78;;gram;;;;;;;
111;14;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
111;14;;measurement;esbl_count;0;;;;;;;;;
111;14;;measurement;ecoli_count;1000;;;;;;;;;
111;16;08:00;measurement;swabweight_before;4.71;;gram;;;;;;;
111;16;14:00;measurement;swabweight_after;4.89;;gram;;;;;;;
111;16;;measurement;esbl_count;0;;;;;;;;;
111;16;;measurement;ecoli_count;1.00E+05;;;;;;;;;
111;19;08:00;measurement;swabweight_before;4.61;;gram;;;;;;;
111;19;14:00;measurement;swabweight_after;4.67;;gram;;;;;;;
111;19;;measurement;esbl_count;0;;;;;;;;;
111;19;;measurement;ecoli_count;10000;;;;;;;;;
111;21;08:00;measurement;swabweight_before;4.69;;gram;;;;;;;
111;21;14:00;measurement;swabweight_after;4.79;;gram;;;;;;;
111;21;;measurement;esbl_count;0;;;;;;;;;
111;21;;measurement;ecoli_count;10000;;;;;;;;;
111;22;;measurement;cae_faeces;0.73;;;;;;;;;
111;22;;measurement;cae_faeces;8.74;;;;;;;;;
111;22;;measurement;cae_esbl;0;;;;;;;;;
111;22;;measurement;cae_ecoli;1.00E+05;;;;;;;;;
112;1;08:00;measurement;swabweight_before;4.84;;gram;;;;;;;
112;1;14:00;measurement;swabweight_after;4.85;;gram;;;;;;;
112;1;;measurement;esbl_count;0;;;;;;;;;
112;1;;measurement;ecoli_count;0;;;;;;;;;
112;2;08:00;measurement;swabweight_before;4.87;;gram;;;;;;;
112;2;14:00;measurement;swabweight_after;4.88;;gram;;;;;;;
112;2;;measurement;esbl_count;0;;;;;;;;;
112;2;;measurement;ecoli_count;0;;;;;;;;;
112;3;08:00;measurement;swabweight_before;4.88;;gram;;;;;;;
112;3;14:00;measurement;swabweight_after;4.92;;gram;;;;;;;
112;3;;measurement;esbl_count;0;;;;;;;;;
112;3;;measurement;ecoli_count;1000;;;;;;;;;
112;4;08:00;measurement;swabweight_before;4.77;;gram;;;;;;;
112;4;14:00;measurement;swabweight_after;4.83;;gram;;;;;;;
112;4;;measurement;esbl_count;0;;;;;;;;;
112;4;;measurement;ecoli_count;1000;;;;;;;;;
112;5;08:00;measurement;swabweight_before;4.76;;gram;;;;;;;
112;5;14:00;measurement;swabweight_after;4.8;;gram;;;;;;;
112;5;;measurement;esbl_count;0;;;;;;;;;
112;5;;measurement;ecoli_count;10000;;;;;;;;;
112;6;08:00;measurement;swabweight_before;4.75;;gram;;;;;;;
112;6;14:00;measurement;swabweight_after;4.79;;gram;;;;;;;
112;6;;measurement;esbl_count;0;;;;;;;;;
112;6;;measurement;ecoli_count;1000;;;;;;;;;
112;7;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
112;7;14:00;measurement;swabweight_after;4.76;;gram;;;;;;;
112;7;;measurement;esbl_count;0;;;;;;;;;
112;7;;measurement;ecoli_count;10000;;;;;;;;;
112;8;08:00;measurement;swabweight_before;4.67;;gram;;;;;;;
112;8;14:00;measurement;swabweight_after;4.76;;gram;;;;;;;
112;8;;measurement;esbl_count;0;;;;;;;;;
112;8;;measurement;ecoli_count;10000;;;;;;;;;
112;9;08:00;measurement;swabweight_before;4.63;;gram;;;;;;;
112;9;14:00;measurement;swabweight_after;4.68;;gram;;;;;;;
112;9;;measurement;esbl_count;0;;;;;;;;;
112;9;;measurement;ecoli_count;100;;;;;;;;;
112;10;08:00;measurement;swabweight_before;4.73;;gram;;;;;;;
112;10;14:00;measurement;swabweight_after;4.79;;gram;;;;;;;
112;10;;measurement;esbl_count;0;;;;;;;;;
112;10;;measurement;ecoli_count;1000;;;;;;;;;
112;11;08:00;measurement;swabweight_before;4.66;;gram;;;;;;;
112;11;14:00;measurement;swabweight_after;4.72;;gram;;;;;;;
112;11;;measurement;esbl_count;0;;;;;;;;;
112;11;;measurement;ecoli_count;100;;;;;;;;;
112;12;08:00;measurement;swabweight_before;4.75;;gram;;;;;;;
112;12;14:00;measurement;swabweight_after;4.8;;gram;;;;;;;
112;12;;measurement;esbl_count;0;;;;;;;;;
112;12;;measurement;ecoli_count;10000;;;;;;;;;
112;13;08:00;measurement;swabweight_before;4.71;;gram;;;;;;;
112;13;14:00;measurement;swabweight_after;4.81;;gram;;;;;;;
112;13;;measurement;esbl_count;0;;;;;;;;;
112;13;;measurement;ecoli_count;1.00E+05;;;;;;;;;
112;14;08:00;measurement;swabweight_before;4.7;;gram;;;;;;;
112;14;14:00;measurement;swabweight_after;4.75;;gram;;;;;;;
112;14;;measurement;esbl_count;0;;;;;;;;;
112;14;;measurement;ecoli_count;10000;;;;;;;;;
112;16;08:00;measurement;swabweight_before;4.72;;gram;;;;;;;
112;16;14:00;measurement;swabweight_after;4.78;;gram;;;;;;;
112;16;;measurement;esbl_count;0;;;;;;;;;
112;16;;measurement;ecoli_count;1000;;;;;;;;;
112;19;08:00;measurement;swabweight_before;4.66;;gram;;;;;;;
112;19;14:00;measurement;swabweight_after;4.72;;gram;;;;;;;
112;19;;measurement;esbl_count;0;;;;;;;;;
112;19;;measurement;ecoli_count;1000;;;;;;;;;
112;21;08:00;measurement;swabweight_before;4.71;;gram;;;;;;;
112;21;14:00;measurement;swabweight_after;4.89;;gram;;;;;;;
112;21;;measurement;esbl_count;0;;;;;;;;;
112;21;;measurement;ecoli_count;1000;;;;;;;;;
112;22;;measurement;cae_faeces;0.35;;;;;;;;;
112;22;;measurement;cae_faeces;3.67;;;;;;;;;
112;22;;measurement;cae_esbl;0;;;;;;;;;
112;22;;measurement;cae_ecoli;1.00E+05;;;;;;;;;
113;1;08:00;measurement;swabweight_before;4.9;;gram;;;;;;;
113;1;14:00;measurement;swabweight_after;4.93;;gram;;;;;;;
113;1;;measurement;esbl_count;0;;;;;;;;;
113;1;;measurement;ecoli_count;0;;;;;;;;;
113;2;08:00;measurement;swabweight_before;4.86;;gram;;;;;;;
113;2;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
113;2;;measurement;esbl_count;0;;;;;;;;;
113;2;;measurement;ecoli_count;1000;;;;;;;;;
113;3;08:00;measurement;swabweight_before;4.92;;gram;;;;;;;
113;3;14:00;measurement;swabweight_after;4.97;;gram;;;;;;;
113;3;;measurement;esbl_count;0;;;;;;;;;
113;3;;measurement;ecoli_count;10000;;;;;;;;;
113;4;08:00;measurement;swabweight_before;4.78;;gram;;;;;;;
113;4;14:00;measurement;swabweight_after;4.81;;gram;;;;;;;
113;4;;measurement;esbl_count;0;;;;;;;;;
113;4;;measurement;ecoli_count;1000;;;;;;;;;
113;5;08:00;measurement;swabweight_before;4.65;;gram;;;;;;;
113;5;14:00;measurement;swabweight_after;4.68;;gram;;;;;;;
113;5;;measurement;esbl_count;0;;;;;;;;;
