host_id,event_day,event_time,event_type,measurement_type,measurement_quantity,measurement_outcome,measurement_unit,inoculation_type,inoculation_pathogen,inoculation_dose,inoculation_unit,treatment_type,treatment_dose,treatment_dose,treatment_unit
hP7,20,21:39,measurement,inoculation,4.3317567894069375,false,g,David Allen,Sophia Jones,7.902694942839533,ml,Joshua Dennis,2.6018952012511893,mg
zS6,78,14:30,measurement,inoculation,0.5489686532638827,true,mg,Angel Davis,Nicholas West,2.68617393667373,g,Nicholas Colon,1.2145270337556868,mg
hF1,43,24:00,inoculation,treatment,5.534223846472205,false,ml,Ryan Moss,Holly Franklin,10.150186190536516,ml,Bradley Smith,11.017453793183607,g
iU8,60,16:39,inoculation,inoculation,1.8429061730146472,true,g,Sharon Anderson,Mr. Peter Gordon,7.119185193131973,mg,Carolyn Daniels,7.754124070498095,mg
cN7,55,16:19,inoculation,inoculation,10.365486534096862,true,g,Tiffany Deleon,Emily Fitzgerald,6.517431609625961,mg,Jessica Donovan,10.993444758917775,g
iJ1,10,15:20,inoculation,treatment,8.25034942029592,true,mg,Renee Wilson,Jacqueline Wells,12.553180786699762,mg,John Reyes,14.26426378604214,mg
fO0,72,15:59,inoculation,measurement,4.0138466250380915,true,ml,Brandon Lozano,Samantha Chase,1.7025891539390337,mg,Carrie Rodriguez,9.628813149217388,ml
dH2,8,23:30,measurement,treatment,2.1254685244615983,false,g,Jeremy Powell,Sharon Mcpherson,3.7747261621483394,ml,Ricardo Nixon,12.259661650242226,mg
vJ8,42,17:40,measurement,inoculation,12.58719936860308,true,ml,Jennifer Sharp,Stephanie Johnston,12.434339814258749,mg,Tiffany Rivera,11.100557973249837,g
hY5,4,24:00,measurement,treatment,3.7142499375412257,true,g,Brianna Frazier,Matthew Hendrix,10.012763386515925,mg,Kimberly Charles,7.726941250993389,mg
cU5,98,27:40,measurement,treatment,11.114804881351702,true,mg,David Howard,Olivia Miller,9.905058404628095,g,Jeremy Davenport,6.031295567431217,g
bX6,18,18:30,treatment,treatment,10.414138370295467,false,ml,Carrie Black,Jose Thompson,4.0733905008402616,g,Paul Harmon,14.888141201339034,g
vP8,56,18:19,measurement,treatment,10.611808761794626,false,ml,David Green,Chad Price,3.5017811065678623,g,David Adkins,13.667220259513995,ml
lF5,64,15:40,treatment,measurement,10.066877200661853,false,g,Jeffrey Fox,Jason Thompson,8.18213632290201,g,Alyssa Fields,0.7895869929210481,g
jX6,32,10:00,measurement,measurement,6.971240823793766,false,g,Jimmy Barnes,Sarah Francis,3.6304594430494985,g,Alexandra Ruiz,10.198883567702032,ml
oH0,60,19:59,treatment,measurement,13.90632028709793,true,ml,Crystal Johnson,Christopher Smith,13.595529407458056,mg,Janet Henry,0.2992699333492682,g
bH3,11,11:59,measurement,inoculation,12.360552739968899,false,mg,Brandon Young,Danielle Oliver,12.89263386944844,mg,Mrs. Shelly Turner,6.038256238576022,ml
rJ0,50,17:20,treatment,inoculation,0.3700349003762332,false,mg,Beverly Riggs,John Hunter,9.163003029796792,g,Brooke Booker,0.1421408975314381,g
rS9,42,11:00,measurement,measurement,14.67573472747406,true,g,Jason Becker,Joseph Randall,0.9911613272264835,g,Frank Guzman,6.226332179391142,mg
hV6,61,13:29,treatment,measurement,13.297152342340725,true,g,Paul Paul,Caitlyn Brown,14.492229956752137,ml,John Ellis,0.7494853513758637,mg
sK2,13,19:10,inoculation,inoculation,8.949891052575508,false,ml,Kristie Brown,Dale Warren,7.334189366898367,ml,Mariah Case,12.852708465280273,mg
hH8,44,12:49,inoculation,measurement,4.361538924114362,true,mg,Daniel Green,Erica Medina,9.246501813727832,mg,Sharon Hopkins,9.726465287950038,mg
wZ5,40,21:39,measurement,treatment,4.581991590895726,false,g,Brittany Roberts,Courtney Hinton,0.5027932818725173,mg,Deborah Parker,12.265504683925531,mg
uG3,22,15:00,measurement,measurement,7.446115365333339,true,g,Haley Brown,Kristin Hart,0.3006799560503831,g,Shannon Phillips,7.511709681020814,ml
jW6,38,26:40,measurement,treatment,4.5407855932793115,false,g,Mark Barrett,Nicole Bond,5.001987422680799,mg,Lindsey Crawford,11.592302455246772,mg
vT4,9,13:30,treatment,measurement,12.630784914998852,false,mg,Alexander Martinez,Stephen Jackson,12.710336104255797,mg,Barbara Hartman,4.528990232613134,mg
sW8,7,25:59,measurement,inoculation,9.263568268116867,false,ml,Ray Burke,Nathan Contreras,0.2610731734268307,ml,Michael Sanders,6.547225285178296,ml
tN4,88,23:50,inoculation,inoculation,11.638997422257912,true,ml,Michael Reese,Veronica White,5.136110825213272,ml,Brittany Lewis,10.491528527169196,ml
bL5,34,25:29,measurement,measurement,2.7537286578901505,false,ml,Albert Lewis,Mr. Gary Martinez,11.586836875086265,g,James Snow,5.87412961835712,g
mP5,22,28:20,inoculation,treatment,7.609902969154323,true,ml,Lauren Jackson,Stacy Bowen,2.9402217549842065,ml,Sandy Thomas,2.1840970897015626,mg
vU8,19,11:19,treatment,inoculation,0.2572011458780038,false,mg,Matthew Hogan,Tony Gomez,2.9527228551079205,mg,Carolyn Moore,7.466179169073936,mg
iF3,48,28:29,inoculation,inoculation,10.342400237316097,false,g,Mark Holland,Samuel Anderson,8.442807919749091,ml,Sarah Ponce,12.924666833989873,mg
nD1,83,21:09,measurement,treatment,7.236259090570106,true,g,Donna Simmons,Roberto Hampton,7.184893798543401,mg,Christopher Larsen MD,10.817312703632217,g
aH4,78,16:10,treatment,treatment,4.378669621769644,true,mg,Susan Hernandez,John Smith,1.6660926397708993,g,Laura Baker,6.040088287706282,ml
