host_id;event_day;event_time;event_type;measurement_type;measurement_quantity;measurement_outcome;measurement_unit;inoculation_type;inoculation_pathogen;inoculation_dose;inoculation_unit;inoculation_outcome;treatment_type;treatment_dose;treatment_unit;treatment_outcome
104;2;08:00;M;swabweight_before;4.86;0;gram;;;;;;;;;
104;2;14:00;M;swabweight_after;4.9;0;gram;;;;;;;;;
104;2;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;2;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
104;3;08:00;M;swabweight_before;4.83;0;gram;;;;;;;;;
104;3;14:00;M;swabweight_after;4.87;0;gram;;;;;;;;;
104;3;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;3;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
104;4;08:00;M;swabweight_before;4.62;0;gram;;;;;;;;;
104;4;14:00;M;swabweight_after;4.68;0;gram;;;;;;;;;
104;4;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;4;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
104;5;08:00;M;swabweight_before;4.69;0;gram;;;;;;;;;
104;5;14:00;M;swabweight_after;4.75;0;gram;;;;;;;;;
104;5;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;5;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
104;6;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
104;6;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
104;6;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;6;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
104;7;08:00;M;swabweight_before;4.67;0;gram;;;;;;;;;
104;7;14:00;M;swabweight_after;4.75;0;gram;;;;;;;;;
104;7;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;7;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
104;8;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
104;8;14:00;M;swabweight_after;4.83;0;gram;;;;;;;;;
104;8;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;8;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
104;9;08:00;M;swabweight_before;4.64;0;gram;;;;;;;;;
104;9;14:00;M;swabweight_after;4.67;0;gram;;;;;;;;;
104;9;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;9;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
104;10;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
104;10;14:00;M;swabweight_after;4.7;0;gram;;;;;;;;;
104;10;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;10;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
104;11;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
104;11;14:00;M;swabweight_after;4.66;0;gram;;;;;;;;;
104;11;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;11;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
104;12;08:00;M;swabweight_before;4.64;0;gram;;;;;;;;;
104;12;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
104;12;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;12;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
104;13;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
104;13;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
104;13;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;13;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
104;14;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
104;14;14:00;M;swabweight_after;4.74;0;gram;;;;;;;;;
104;14;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;14;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
104;16;08:00;M;swabweight_before;4.67;0;gram;;;;;;;;;
104;16;14:00;M;swabweight_after;4.75;0;gram;;;;;;;;;
104;16;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;16;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
104;19;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
104;19;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
104;19;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;19;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
104;21;08:00;M;swabweight_before;4.71;0;gram;;;;;;;;;
104;21;14:00;M;swabweight_after;4.81;0;gram;;;;;;;;;
104;21;10:00;M;esbl_count;0;0;count;;;;;;;;;
104;21;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
104;22;10:00;M;cae_faeces;0.26;0;count;;;;;;;;;
104;22;10:00;M;cae_faeces;2.66;0;count;;;;;;;;;
104;22;10:00;M;cae_esbl;0;0;count;;;;;;;;;
104;22;10:00;M;cae_ecoli;100000;0;count;;;;;;;;;
107;1;08:00;M;swabweight_before;4.83;0;gram;;;;;;;;;
107;1;14:00;M;swabweight_after;4.85;0;gram;;;;;;;;;
107;1;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;1;10:00;M;ecoli_count;0;0;count;;;;;;;;;
107;2;08:00;M;swabweight_before;4.9;0;gram;;;;;;;;;
107;2;14:00;M;swabweight_after;4.92;0;gram;;;;;;;;;
107;2;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;2;10:00;M;ecoli_count;100;0;count;;;;;;;;;
107;3;08:00;M;swabweight_before;4.82;0;gram;;;;;;;;;
107;3;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
107;3;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;3;10:00;M;ecoli_count;100;0;count;;;;;;;;;
107;4;08:00;M;swabweight_before;4.78;0;gram;;;;;;;;;
107;4;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
107;4;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;4;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
107;5;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
107;5;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
107;5;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;5;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
107;6;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
107;6;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
107;6;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;6;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
107;7;08:00;M;swabweight_before;4.77;0;gram;;;;;;;;;
107;7;14:00;M;swabweight_after;4.93;0;gram;;;;;;;;;
107;7;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;7;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
107;8;08:00;M;swabweight_before;4.78;0;gram;;;;;;;;;
107;8;14:00;M;swabweight_after;4.82;0;gram;;;;;;;;;
107;8;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;8;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
107;9;08:00;M;swabweight_before;4.73;0;gram;;;;;;;;;
107;9;14:00;M;swabweight_after;4.79;0;gram;;;;;;;;;
107;9;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;9;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
107;10;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
107;10;14:00;M;swabweight_after;4.81;0;gram;;;;;;;;;
107;10;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;10;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
107;11;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
107;11;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
107;11;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;11;10:00;M;ecoli_count;100;0;count;;;;;;;;;
107;12;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
107;12;14:00;M;swabweight_after;4.72;0;gram;;;;;;;;;
107;12;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;12;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
107;13;08:00;M;swabweight_before;4.7;0;gram;;;;;;;;;
107;13;14:00;M;swabweight_after;4.75;0;gram;;;;;;;;;
107;13;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;13;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
107;14;08:00;M;swabweight_before;4.81;0;gram;;;;;;;;;
107;14;14:00;M;swabweight_after;4.89;0;gram;;;;;;;;;
107;14;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;14;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
107;16;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
107;16;14:00;M;swabweight_after;4.84;0;gram;;;;;;;;;
107;16;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;16;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
107;19;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
107;19;14:00;M;swabweight_after;4.71;0;gram;;;;;;;;;
107;19;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;19;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
107;21;08:00;M;swabweight_before;4.82;0;gram;;;;;;;;;
107;21;14:00;M;swabweight_after;4.96;0;gram;;;;;;;;;
107;21;10:00;M;esbl_count;0;0;count;;;;;;;;;
107;21;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
107;22;10:00;M;cae_faeces;0.78;0;count;;;;;;;;;
107;22;10:00;M;cae_faeces;7.95;0;count;;;;;;;;;
107;22;10:00;M;cae_esbl;0;0;count;;;;;;;;;
107;22;10:00;M;cae_ecoli;100000;0;count;;;;;;;;;
109;1;08:00;M;swabweight_before;4.9;0;gram;;;;;;;;;
109;1;14:00;M;swabweight_after;4.94;0;gram;;;;;;;;;
109;1;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;1;10:00;M;ecoli_count;0;0;count;;;;;;;;;
109;2;08:00;M;swabweight_before;4.93;0;gram;;;;;;;;;
109;2;14:00;M;swabweight_after;4.95;0;gram;;;;;;;;;
109;2;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;2;10:00;M;ecoli_count;10;0;count;;;;;;;;;
109;3;08:00;M;swabweight_before;4.89;0;gram;;;;;;;;;
109;3;14:00;M;swabweight_after;4.96;0;gram;;;;;;;;;
109;3;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;3;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
109;4;08:00;M;swabweight_before;4.62;0;gram;;;;;;;;;
109;4;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
109;4;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;4;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
109;5;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
109;5;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
109;5;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;5;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
109;6;08:00;M;swabweight_before;4.75;0;gram;;;;;;;;;
109;6;14:00;M;swabweight_after;4.82;0;gram;;;;;;;;;
109;6;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;6;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
109;7;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
109;7;14:00;M;swabweight_after;4.81;0;gram;;;;;;;;;
109;7;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;7;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
109;8;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
109;8;14:00;M;swabweight_after;4.7;0;gram;;;;;;;;;
109;8;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;8;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
109;9;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
109;9;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
109;9;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;9;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
109;10;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
109;10;14:00;M;swabweight_after;4.76;0;gram;;;;;;;;;
109;10;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;10;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
109;11;08:00;M;swabweight_before;4.64;0;gram;;;;;;;;;
109;11;14:00;M;swabweight_after;4.7;0;gram;;;;;;;;;
109;11;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;11;10:00;M;ecoli_count;10;0;count;;;;;;;;;
109;12;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
109;12;14:00;M;swabweight_after;4.7;0;gram;;;;;;;;;
109;12;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;12;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
109;13;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
109;13;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
109;13;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;13;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
109;14;08:00;M;swabweight_before;4.75;0;gram;;;;;;;;;
109;14;14:00;M;swabweight_after;4.83;0;gram;;;;;;;;;
109;14;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;14;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
109;16;08:00;M;swabweight_before;4.83;0;gram;;;;;;;;;
109;16;14:00;M;swabweight_after;4.93;0;gram;;;;;;;;;
109;16;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;16;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
109;19;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
109;19;14:00;M;swabweight_after;4.82;0;gram;;;;;;;;;
109;19;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;19;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
109;21;08:00;M;swabweight_before;4.73;0;gram;;;;;;;;;
109;21;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
109;21;10:00;M;esbl_count;0;0;count;;;;;;;;;
109;21;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
109;22;10:00;M;cae_faeces;0.8;0;count;;;;;;;;;
109;22;10:00;M;cae_faeces;8.74;0;count;;;;;;;;;
109;22;10:00;M;cae_esbl;0;0;count;;;;;;;;;
109;22;10:00;M;cae_ecoli;100000;0;count;;;;;;;;;
111;1;08:00;M;swabweight_before;4.92;0;gram;;;;;;;;;
111;1;14:00;M;swabweight_after;4.94;0;gram;;;;;;;;;
111;1;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;1;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
111;2;08:00;M;swabweight_before;4.83;0;gram;;;;;;;;;
111;2;14:00;M;swabweight_after;4.85;0;gram;;;;;;;;;
111;2;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;2;10:00;M;ecoli_count;100;0;count;;;;;;;;;
111;3;08:00;M;swabweight_before;4.82;0;gram;;;;;;;;;
111;3;14:00;M;swabweight_after;4.88;0;gram;;;;;;;;;
111;3;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;3;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
111;4;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
111;4;14:00;M;swabweight_after;4.83;0;gram;;;;;;;;;
111;4;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;4;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
111;5;08:00;M;swabweight_before;4.74;0;gram;;;;;;;;;
111;5;14:00;M;swabweight_after;4.79;0;gram;;;;;;;;;
111;5;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;5;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
111;6;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
111;6;14:00;M;swabweight_after;4.71;0;gram;;;;;;;;;
111;6;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;6;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
111;7;08:00;M;swabweight_before;4.67;0;gram;;;;;;;;;
111;7;14:00;M;swabweight_after;4.74;0;gram;;;;;;;;;
111;7;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;7;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
111;8;08:00;M;swabweight_before;4.75;0;gram;;;;;;;;;
111;8;14:00;M;swabweight_after;4.83;0;gram;;;;;;;;;
111;8;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;8;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
111;9;08:00;M;swabweight_before;4.64;0;gram;;;;;;;;;
111;9;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
111;9;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;9;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
111;10;08:00;M;swabweight_before;4.69;0;gram;;;;;;;;;
111;10;14:00;M;swabweight_after;4.77;0;gram;;;;;;;;;
111;10;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;10;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
111;11;08:00;M;swabweight_before;4.69;0;gram;;;;;;;;;
111;11;14:00;M;swabweight_after;4.75;0;gram;;;;;;;;;
111;11;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;11;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
111;12;08:00;M;swabweight_before;4.67;0;gram;;;;;;;;;
111;12;14:00;M;swabweight_after;4.72;0;gram;;;;;;;;;
111;12;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;12;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
111;13;08:00;M;swabweight_before;4.73;0;gram;;;;;;;;;
111;13;14:00;M;swabweight_after;4.77;0;gram;;;;;;;;;
111;13;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;13;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
111;14;08:00;M;swabweight_before;4.78;0;gram;;;;;;;;;
111;14;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
111;14;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;14;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
111;16;08:00;M;swabweight_before;4.71;0;gram;;;;;;;;;
111;16;14:00;M;swabweight_after;4.89;0;gram;;;;;;;;;
111;16;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;16;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
111;19;08:00;M;swabweight_before;4.61;0;gram;;;;;;;;;
111;19;14:00;M;swabweight_after;4.67;0;gram;;;;;;;;;
111;19;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;19;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
111;21;08:00;M;swabweight_before;4.69;0;gram;;;;;;;;;
111;21;14:00;M;swabweight_after;4.79;0;gram;;;;;;;;;
111;21;10:00;M;esbl_count;0;0;count;;;;;;;;;
111;21;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
111;22;10:00;M;cae_faeces;0.73;0;count;;;;;;;;;
111;22;10:00;M;cae_faeces;8.74;0;count;;;;;;;;;
111;22;10:00;M;cae_esbl;0;0;count;;;;;;;;;
111;22;10:00;M;cae_ecoli;100000;0;count;;;;;;;;;
112;1;08:00;M;swabweight_before;4.84;0;gram;;;;;;;;;
112;1;14:00;M;swabweight_after;4.85;0;gram;;;;;;;;;
112;1;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;1;10:00;M;ecoli_count;0;0;count;;;;;;;;;
112;2;08:00;M;swabweight_before;4.87;0;gram;;;;;;;;;
112;2;14:00;M;swabweight_after;4.88;0;gram;;;;;;;;;
112;2;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;2;10:00;M;ecoli_count;0;0;count;;;;;;;;;
112;3;08:00;M;swabweight_before;4.88;0;gram;;;;;;;;;
112;3;14:00;M;swabweight_after;4.92;0;gram;;;;;;;;;
112;3;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;3;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
112;4;08:00;M;swabweight_before;4.77;0;gram;;;;;;;;;
112;4;14:00;M;swabweight_after;4.83;0;gram;;;;;;;;;
112;4;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;4;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
112;5;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
112;5;14:00;M;swabweight_after;4.8;0;gram;;;;;;;;;
112;5;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;5;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
112;6;08:00;M;swabweight_before;4.75;0;gram;;;;;;;;;
112;6;14:00;M;swabweight_after;4.79;0;gram;;;;;;;;;
112;6;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;6;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
112;7;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
112;7;14:00;M;swabweight_after;4.76;0;gram;;;;;;;;;
112;7;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;7;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
112;8;08:00;M;swabweight_before;4.67;0;gram;;;;;;;;;
112;8;14:00;M;swabweight_after;4.76;0;gram;;;;;;;;;
112;8;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;8;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
112;9;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
112;9;14:00;M;swabweight_after;4.68;0;gram;;;;;;;;;
112;9;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;9;10:00;M;ecoli_count;100;0;count;;;;;;;;;
112;10;08:00;M;swabweight_before;4.73;0;gram;;;;;;;;;
112;10;14:00;M;swabweight_after;4.79;0;gram;;;;;;;;;
112;10;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;10;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
112;11;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
112;11;14:00;M;swabweight_after;4.72;0;gram;;;;;;;;;
112;11;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;11;10:00;M;ecoli_count;100;0;count;;;;;;;;;
112;12;08:00;M;swabweight_before;4.75;0;gram;;;;;;;;;
112;12;14:00;M;swabweight_after;4.8;0;gram;;;;;;;;;
112;12;10:00;M;esbl_count;0;0;count;;;;;;;;;
112;12;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
112;13;08:00;M;swabweight_before;4.71;0;gram;;;;;;;;;
112;13;14:00;M;swabweight_after;4.81;0;gram;;;;;;;;;
112;13;10:00;M;esbl_count;0;0;count;;;;;;;;;
